Experiment,ID,GrowthEnvironment,Pop,PTF,DTB,GTF,Year,FlowDate,PlantDate,GermDate,HeightFFcm,Vernalized,DaysVern,TimesVern,Flowered,FlowWoVern,Seedstock,GermLocation,Geography,Taxonomy,SubSpecies,Species,Habitat,SpecificOrigin,RegionOrigin
qst2003,975,greenhouse,NAAU,31,NA,25,2003,07/11/03,2003-06-10,2003-06-16,13.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,976,greenhouse,NAAU,30,NA,25,2003,07/20/03,2003-06-20,2003-06-25,15.4,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,977,greenhouse,NAAU,33,NA,28,2003,07/23/03,2003-06-20,2003-06-25,NA,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,978,greenhouse,NAAU,24,NA,20,2003,07/14/03,2003-06-20,2003-06-24,25.1,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,979,greenhouse,SAES,319,NA,315,2003,04/24/04,2003-06-10,2003-06-14,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,980,greenhouse,SAES,43,NA,37,2003,07/23/03,2003-06-10,2003-06-16,41.4,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,981,greenhouse,SAES,50,NA,44,2003,07/30/03,2003-06-10,2003-06-16,19.5,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,982,greenhouse,SAES,326,NA,320,2003,05/01/04,2003-06-10,2003-06-16,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,NA,greenhouse,SAES,55,NA,50,2003,08/04/03,2003-06-10,2003-06-15,26.2,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,983,greenhouse,SAES,328,NA,323,2003,05/03/04,2003-06-10,2003-06-15,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,984,greenhouse,SAES,321,NA,317,2003,04/26/04,2003-06-10,2003-06-14,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,NA,greenhouse,SAES,45,NA,39,2003,07/25/03,2003-06-10,2003-06-16,26,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,985,greenhouse,SAES,56,NA,52,2003,08/05/03,2003-06-10,2003-06-14,35.5,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,986,greenhouse,SAES,307,NA,301,2003,04/12/04,2003-06-10,2003-06-16,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,987,greenhouse,SAES,90,NA,84,2003,09/08/03,2003-06-10,2003-06-16,32.7,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,988,greenhouse,SAES,326,NA,321,2003,05/01/04,2003-06-10,2003-06-15,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,NA,greenhouse,SAES,40,NA,35,2003,07/20/03,2003-06-10,2003-06-15,NA,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,NA,greenhouse,SAES,55,NA,50,2003,08/04/03,2003-06-10,2003-06-15,14.5,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,989,greenhouse,SAES,55,NA,49,2003,08/04/03,2003-06-10,2003-06-16,26,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,990,greenhouse,SAES,321,NA,316,2003,04/26/04,2003-06-10,2003-06-15,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,NA,greenhouse,SAES,47,NA,37,2003,07/27/03,2003-06-10,2003-06-20,18.5,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,991,greenhouse,SAES,321,NA,314,2003,04/26/04,2003-06-10,2003-06-17,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,992,greenhouse,SAES,315,NA,305,2003,04/20/04,2003-06-10,2003-06-20,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,993,greenhouse,SAES,63,NA,58,2003,08/12/03,2003-06-10,2003-06-15,42.9,No,0,0,Yes,Yes,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,994,greenhouse,SAES,317,NA,312,2003,04/22/04,2003-06-10,2003-06-15,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,995,greenhouse,SAES,315,NA,310,2003,04/20/04,2003-06-10,2003-06-15,NA,Yes,130,1,Yes,No,Field,InGH,west,maritimus,maritimus,raphanistrum,natural,Spain,Spain
qst2003,878,greenhouse,WEAU,30,NA,26,2003,07/10/03,2003-06-10,2003-06-14,14.3,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,879,greenhouse,WEAU,29,NA,24,2003,07/09/03,2003-06-10,2003-06-15,13.9,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,880,greenhouse,WEAU,36,NA,31,2003,07/16/03,2003-06-10,2003-06-15,22.1,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,881,greenhouse,WEAU,33,NA,29,2003,07/13/03,2003-06-10,2003-06-14,22.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,882,greenhouse,WEAU,32,NA,27,2003,07/12/03,2003-06-10,2003-06-15,22.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,883,greenhouse,WEAU,32,NA,26,2003,07/12/03,2003-06-10,2003-06-16,27.3,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,884,greenhouse,WEAU,35,NA,31,2003,07/15/03,2003-06-10,2003-06-14,21.5,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,885,greenhouse,WEAU,26,NA,23,2003,07/06/03,2003-06-10,2003-06-13,19.4,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,886,greenhouse,WEAU,35,NA,30,2003,07/15/03,2003-06-10,2003-06-15,28.4,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,887,greenhouse,WEAU,27,NA,23,2003,07/07/03,2003-06-10,2003-06-14,21.4,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,888,greenhouse,WEAU,26,NA,23,2003,07/06/03,2003-06-10,2003-06-13,13,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,889,greenhouse,WEAU,41,NA,32,2003,07/21/03,2003-06-10,2003-06-19,39.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,890,greenhouse,WEAU,30,NA,22,2003,07/10/03,2003-06-10,2003-06-18,19.9,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,891,greenhouse,WEAU,31,NA,25,2003,07/11/03,2003-06-10,2003-06-16,25.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,892,greenhouse,WEAU,30,NA,26,2003,07/10/03,2003-06-10,2003-06-14,25.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,893,greenhouse,WEAU,26,NA,23,2003,07/06/03,2003-06-10,2003-06-13,12.1,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,NA,greenhouse,WEAU,28,NA,24,2003,07/08/03,2003-06-10,2003-06-14,25.8,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,894,greenhouse,WEAU,29,NA,25,2003,07/09/03,2003-06-10,2003-06-14,21.8,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,NA,greenhouse,WEAU,32,NA,24,2003,07/12/03,2003-06-10,2003-06-18,36.4,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,895,greenhouse,WEAU,27,NA,22,2003,07/07/03,2003-06-10,2003-06-15,20.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,896,greenhouse,WEAU,28,NA,23,2003,07/08/03,2003-06-10,2003-06-15,23.2,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,897,greenhouse,WEAU,30,NA,25,2003,07/10/03,2003-06-10,2003-06-15,20.9,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,898,greenhouse,WEAU,33,NA,28,2003,07/13/03,2003-06-10,2003-06-15,19.6,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,899,greenhouse,WEAU,36,NA,32,2003,07/16/03,2003-06-10,2003-06-14,20.8,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,900,greenhouse,WEAU,37,NA,32,2003,07/17/03,2003-06-10,2003-06-15,32.1,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,901,greenhouse,WEAU,36,NA,31,2003,07/16/03,2003-06-10,2003-06-15,21.1,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,902,greenhouse,WEAU,26,NA,22,2003,07/06/03,2003-06-10,2003-06-14,15,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,903,greenhouse,WEAU,28,NA,23,2003,07/08/03,2003-06-10,2003-06-15,20.3,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,NA,greenhouse,WEAU,26,NA,22,2003,07/06/03,2003-06-10,2003-06-14,13.7,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,904,greenhouse,WEAU,26,NA,22,2003,07/06/03,2003-06-10,2003-06-14,18.9,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2003,NA,greenhouse,WEAU,29,NA,25,2003,07/09/03,2003-06-10,2003-06-14,17.7,No,0,0,Yes,Yes,Field,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,407,greenhouse,AUFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,21.9,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,408,greenhouse,AUFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,23.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,471,greenhouse,AUFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,27,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,589,greenhouse,MAFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,19.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,587,greenhouse,MAFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,19.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,566,greenhouse,MAFI,22,NA,18,2004,07/30/04,2004-07-08,2004-07-12,22,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,406,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,22.3,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,465,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,13.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,472,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,29,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,422,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,17,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,425,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,26.7,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,423,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,15,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,461,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,31.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,432,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,18.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,434,greenhouse,AUFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,28,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,215,greenhouse,COAU,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,21.9,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,623,greenhouse,KAMI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,15,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Michigan,Michigan
qst2004,514,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,23,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,572,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,29.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,515,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,24.7,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,516,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,30,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,518,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,25.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,586,greenhouse,MAFI,23,NA,19,2004,07/31/04,2004-07-08,2004-07-12,19.8,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,405,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,25.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,424,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,419,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,21,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,483,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,18.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,480,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,25.7,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,466,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,30.6,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,490,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23.4,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,473,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23.8,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,469,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,28.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,482,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,33.3,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,433,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,9.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,404,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,20.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,475,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,464,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,28.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,491,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,484,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,362,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,18.4,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,445,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,21.6,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,409,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,24.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,468,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,23.6,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,463,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,27.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,457,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,28.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,486,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,20.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,436,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,22.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,455,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,21,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,487,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,26.4,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,493,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,25.1,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,379,greenhouse,AUFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,24.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Finland,Finland
qst2004,80,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,15.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,135,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,22.6,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,188,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,18,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,194,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,22.1,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,141,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,16,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,190,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,16,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,174,greenhouse,COAU,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,24.2,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Australia,Australia
qst2004,642,greenhouse,KAMI,24,NA,19,2004,08/01/04,2004-07-08,2004-07-13,20.6,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,agricultural,Michigan,Michigan
qst2004,577,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,24.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,544,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,30.3,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,570,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,20.5,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,584,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,18,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,575,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,30.1,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,579,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,26.8,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
qst2004,576,greenhouse,MAFI,24,NA,20,2004,08/01/04,2004-07-08,2004-07-12,26,No,0,0,Yes,Yes,Greenhouse,InGH,nonNative,raphanistrum,raphanistrum,raphanistrum,disturbed,Finland,Finland
